bmi,steps,heart_rate,temperature,wellness_score
34.9,1158,123,37.0,90
27.6,865,123,36.4,95
28.4,633,97,37.2,95
32.9,620,101,36.4,90
34.7,461,98,36.8,90
18.3,1017,110,37.2,85
34.5,343,100,36.7,80
31.2,846,106,36.3,90
25.8,1071,117,36.9,95
30.4,532,107,36.3,90
39.1,197,81,37.1,65
36.1,509,101,36.6,85
38.4,536,105,36.8,85
18.5,1378,124,36.8,100
34.6,826,106,36.8,90
18.1,988,112,36.5,85
23.3,547,84,36.6,90
16.6,1858,150,36.8,80
33.8,467,93,37.0,90
17.5,1083,109,36.2,85
16.6,1688,165,36.3,80
33.6,750,120,36.9,90
32.4,307,81,37.0,80
22.7,880,111,37.1,100
24.5,1246,130,36.5,100
24.6,1141,123,37.1,100
36.2,712,111,36.8,85
22.6,1029,132,36.5,95
17.6,1109,109,37.2,85
31.6,770,124,36.8,90
19.2,807,101,36.6,90
40.0,549,111,36.3,85
17.4,1149,118,39.3,45
31.5,728,111,36.4,90
21.2,1630,140,36.8,95
28.3,742,108,36.6,95
24.0,901,93,36.7,100
20.2,804,96,36.6,90
16.8,1217,117,37.0,85
39.7,771,112,36.7,85
24.1,1121,125,36.8,100
32.8,599,112,39.3,50
31.9,996,125,36.5,90
27.4,977,106,38.0,85
23.5,964,94,36.6,100
33.7,664,93,36.4,90
34.1,552,112,36.3,90
16.6,1603,132,36.4,80
17.6,1294,131,36.5,80
24.5,1108,131,36.8,95
17.0,1167,128,37.0,85
32.7,455,94,36.2,90
21.7,2060,155,36.9,95
20.0,1719,145,37.1,95
28.7,736,115,36.7,95
29.0,853,113,36.9,95
27.9,873,123,38.3,70
25.7,721,99,36.6,95
23.9,589,107,37.1,90
16.1,858,104,36.8,85
38.5,716,111,37.0,85
33.3,597,118,36.4,90
37.5,477,97,37.6,75
20.2,998,116,36.6,100
24.6,927,115,37.0,100
22.8,633,103,39.3,60
32.6,720,107,37.8,80
36.6,403,91,36.3,85
37.6,187,73,36.4,65
23.4,942,109,36.5,100
30.2,485,97,36.8,80
32.7,657,108,37.2,90
29.2,1086,131,36.9,90
16.0,840,108,36.9,85
39.3,412,88,36.5,85
16.6,823,99,36.3,75
29.2,568,90,36.7,95
27.7,582,87,37.0,95
37.8,257,88,38.9,50
33.0,416,97,36.2,90
30.9,609,109,38.6,65
19.4,1093,117,36.6,100
33.1,655,106,38.8,65
36.8,541,115,37.1,85
25.9,676,104,36.9,95
38.3,612,97,36.4,85
28.5,1118,130,36.3,95
38.1,452,96,36.7,85
28.4,803,104,36.4,95
30.0,436,93,36.6,85
16.7,1296,109,36.2,85
36.7,70,81,36.9,65
37.9,323,110,36.6,75
38.4,909,125,36.3,85
23.7,1120,128,36.9,100
20.1,960,105,37.0,100
29.8,961,133,36.8,90
30.2,597,95,37.1,90
27.3,486,84,36.7,85
26.4,990,124,36.3,95
34.4,640,106,36.4,90
22.7,876,98,37.2,100
39.6,579,100,36.5,85
32.7,483,111,36.3,90
31.2,911,130,37.0,90
17.0,101,71,36.4,65
16.2,1173,118,36.9,85
38.1,399,96,36.3,85
20.5,1215,125,36.3,100
38.0,720,114,36.4,85
20.1,1673,146,37.0,95
39.8,544,95,36.9,85
37.6,344,93,36.4,75
21.0,1113,127,36.4,100
25.4,867,118,37.0,95
20.4,1181,121,36.7,100
26.3,1676,153,36.3,90
40.0,852,122,37.1,85
22.6,980,121,37.1,100
23.7,940,107,37.1,100
38.8,345,98,36.6,75
28.9,1023,110,38.6,70
29.8,699,113,36.9,95
30.1,980,120,36.7,90
23.0,748,102,37.1,100
21.1,614,93,37.0,90
40.0,579,107,37.0,85
31.6,645,110,36.8,90
38.8,641,116,36.8,85
31.3,626,105,37.2,90
29.1,691,109,39.3,55
37.3,462,97,37.1,85
24.0,995,135,36.9,95
35.0,395,96,36.9,90
26.6,995,129,37.0,95
35.0,648,118,37.1,90
16.3,210,70,36.9,65
33.8,605,95,38.4,65
30.7,699,93,36.9,90
16.7,708,99,36.9,75
21.5,1397,139,36.4,95
26.4,1090,139,36.3,90
16.7,1583,144,36.9,80
22.4,712,88,36.8,100
39.6,469,86,36.5,85
30.4,899,106,36.2,90
32.4,826,111,36.7,90
21.1,1367,129,36.5,100
21.3,1296,137,36.7,95
33.3,445,93,36.4,90
27.1,320,84,36.8,85
38.9,460,108,36.8,85
27.6,590,107,36.2,95
18.7,1013,126,37.1,100
31.9,760,104,36.4,90
26.1,492,97,37.0,85
17.5,1845,148,37.0,80
36.8,493,98,37.1,85
31.9,857,114,36.5,90
16.0,1770,144,39.5,40
35.2,108,82,36.7,65
21.0,1244,116,37.1,100
23.0,860,110,36.7,100
16.4,1152,122,36.4,85
24.0,40,68,36.6,80
21.7,1763,152,36.6,95
20.1,1412,135,36.3,95
30.2,1204,122,36.3,90
37.1,708,109,36.7,85
18.9,1357,137,37.0,95
20.1,1151,136,36.5,100
19.3,1128,105,36.9,100
29.8,374,81,37.2,85
24.8,1624,156,36.3,95
19.3,703,107,36.2,90
29.7,461,98,36.5,85
25.9,1074,117,37.2,95
17.4,1578,133,36.3,80
18.9,1598,129,36.2,100
36.2,727,93,36.6,85
25.9,1051,128,36.6,95
24.4,805,104,36.4,100
35.6,531,101,36.8,85
24.4,187,60,36.3,80
30.9,787,121,36.4,90
22.2,815,100,37.1,100
24.5,481,89,37.0,90
17.6,1229,121,38.7,60
20.8,1027,125,36.2,100
26.4,1474,143,36.4,90
25.2,738,101,36.6,95
19.2,156,69,36.4,80
17.0,1627,153,36.4,80
22.7,1443,136,36.4,95
27.7,518,97,37.0,95
33.8,392,86,36.9,90
26.9,785,108,36.6,95
34.4,711,106,37.2,90
39.3,527,109,36.6,85
23.2,208,72,36.6,80
27.7,893,119,36.6,95
26.5,1073,115,36.3,95
22.7,306,74,37.2,80
31.0,638,100,36.9,90
38.1,389,94,36.5,85
19.6,903,111,36.7,100
16.0,1667,130,36.8,85
35.0,403,94,36.4,90
22.8,1361,128,37.0,100
20.5,2193,178,36.4,95
18.1,504,89,36.3,75
32.8,652,124,36.3,90
23.4,968,118,37.0,100
32.3,436,89,36.7,90
22.7,1060,123,37.0,100
24.7,910,109,36.9,100
23.7,1233,134,36.3,95
38.8,659,112,37.0,85
24.6,1040,114,36.7,100
18.0,1685,155,36.4,80
39.5,392,91,36.6,85
16.9,787,86,36.9,75
29.7,482,93,37.1,85
25.6,302,88,36.9,75
24.4,1265,122,36.3,100
34.6,442,88,37.2,90
32.5,662,111,37.0,90
26.0,1009,112,36.6,95
24.3,641,96,36.2,100
39.6,572,107,36.5,85
18.9,1880,160,36.6,95
21.7,798,100,36.4,90
17.6,1276,143,36.4,80
37.2,578,98,36.9,85
33.5,533,105,36.4,90
24.6,1129,120,37.2,100
21.6,1192,134,36.9,100
34.4,384,101,36.7,90
23.9,769,109,37.1,100
35.8,312,83,37.6,65
19.2,1059,112,36.3,100
25.7,0,65,36.3,75
28.1,732,113,36.7,95
16.3,1094,118,39.5,45
21.8,1721,150,36.6,95
28.8,428,95,36.6,85
23.3,1391,122,36.7,100
27.5,785,102,36.8,95
20.4,1389,130,36.4,100
27.0,314,73,36.4,85
28.8,1202,129,37.0,95
35.5,524,96,36.9,85
21.7,1589,139,36.9,95
29.2,797,96,38.0,85
31.5,172,79,36.7,70
26.1,1005,117,36.5,95
32.7,505,85,37.0,90
19.8,508,73,36.9,90
23.8,1210,148,37.0,95
24.5,994,102,36.2,100
25.2,1302,124,36.8,95
16.9,1073,122,36.7,85
21.1,742,107,36.4,90
26.2,535,105,36.3,85
29.3,661,101,36.6,95
23.1,1302,131,36.5,95
35.8,489,90,36.2,85
35.5,578,101,36.5,85
33.9,905,113,36.6,90
38.8,529,97,36.5,85
35.3,515,116,36.6,85
34.7,716,108,36.8,90
30.0,660,108,36.3,95
25.9,870,116,37.2,95
37.4,353,103,36.8,85
29.1,797,111,36.9,95
17.1,707,97,36.4,75
36.5,323,83,36.3,75
27.5,433,76,36.2,85
25.5,1186,129,37.0,95
17.9,1480,139,36.9,80
22.2,674,101,39.2,60
39.8,507,93,36.8,85
29.9,486,104,37.0,85
23.2,976,100,36.7,100
34.2,521,92,37.1,90
37.7,810,124,36.9,85
35.2,405,90,36.5,85
28.4,763,108,38.0,85
17.3,1608,135,37.2,80
39.1,599,102,36.6,85
17.9,2160,176,36.5,80
16.2,1148,119,36.7,85
24.3,1048,114,36.6,100
39.6,252,88,36.8,75
21.4,719,103,36.7,90
36.8,245,85,36.6,75
20.9,1515,151,37.1,95
37.0,458,97,36.5,85
31.3,435,83,36.6,80
24.9,1053,108,37.1,100
30.8,839,112,37.0,90
28.5,782,114,36.4,95
20.6,772,99,36.8,90
23.5,674,103,37.0,100
34.1,427,99,36.7,90
35.6,243,74,37.2,75
31.6,890,122,36.2,90
26.6,972,121,36.3,95
33.2,418,82,36.5,90
32.8,434,89,39.1,50
17.4,1463,142,36.7,80
32.6,3,50,36.3,70
36.8,486,89,39.1,45
29.6,291,87,39.2,45
20.3,1264,127,37.1,100
27.6,975,118,37.0,95
31.4,214,77,36.2,70
38.3,616,108,36.7,85
18.9,715,84,37.2,90
26.9,490,102,36.6,85
16.0,661,82,36.8,75
25.5,1706,156,36.8,90
39.4,521,97,36.5,85
39.7,783,129,38.6,60
24.0,1127,132,36.4,95
21.6,49,62,36.3,80
30.6,592,92,37.1,90
33.5,561,105,37.2,90
34.2,672,105,36.5,90
37.1,844,123,36.4,85
32.0,534,99,37.0,90
20.7,958,97,36.4,100
34.9,593,102,36.9,90
30.7,852,116,36.9,90
17.9,1426,133,36.8,80
31.6,858,118,37.0,90
25.7,1165,127,36.6,95
32.6,322,93,36.8,80
29.9,533,93,37.1,95
23.7,729,111,37.6,90
33.3,203,86,36.4,80
22.0,353,85,37.1,80
16.2,1,62,36.3,65
19.0,1281,131,36.8,95
39.2,533,96,36.3,85
18.6,1570,138,36.4,95
18.9,2199,171,37.0,95
38.9,666,110,36.5,85
29.9,893,117,36.5,95
38.9,416,97,36.5,85
35.9,329,87,36.5,75
25.1,664,95,37.2,95
35.6,694,95,36.9,85
39.6,303,92,37.0,75
27.8,760,92,37.8,85
30.9,775,106,36.3,90
23.7,1119,120,37.0,100
29.1,648,112,36.9,95
32.7,743,109,37.0,90
39.8,313,100,36.2,75
36.9,694,121,36.9,85
26.7,628,110,36.5,85
27.2,716,120,36.6,95
22.2,565,98,38.7,65
23.2,615,93,37.1,90
30.9,389,92,36.4,80
38.9,169,89,36.8,65
32.2,561,89,37.1,90
20.1,1006,111,37.1,100
16.8,965,104,36.5,85
35.8,428,90,36.9,85
26.9,1123,131,36.4,90
36.7,365,106,37.0,85
24.2,805,96,36.5,100
28.5,732,103,36.4,95
30.7,896,113,36.7,90
39.7,554,113,37.0,85
30.4,728,111,36.4,90
16.4,981,112,37.0,85
19.7,2014,172,37.1,95
18.7,1216,110,36.7,100
26.2,907,105,37.0,95
22.9,1149,120,36.4,100
27.2,229,77,36.9,75
22.9,1361,142,36.9,95
30.1,444,90,36.4,80
36.5,363,90,36.6,85
27.1,810,112,36.9,95
36.8,608,100,36.5,85
22.7,1091,125,36.4,100
25.4,624,101,36.9,85
16.5,1171,107,36.8,85
27.2,1181,118,37.1,95
31.2,1048,132,37.8,75
28.0,926,106,36.4,95
36.8,359,99,36.5,85
20.5,812,102,36.7,90
21.0,1000,110,36.7,100
33.6,436,94,38.1,65
23.4,677,96,37.1,100
23.7,524,100,36.3,90
34.0,268,87,36.3,80
27.2,639,86,36.5,95
34.9,560,102,38.0,80
18.6,1623,140,38.8,70
29.0,663,101,36.2,95
32.5,466,80,36.6,90
31.3,1126,125,37.2,90
21.9,1486,126,36.7,100
18.0,926,99,37.0,85
26.0,1516,149,36.7,90
18.9,1172,106,36.4,100
39.1,316,93,39.3,35
33.8,500,99,36.7,90
17.4,1630,143,36.5,80
35.0,490,102,37.0,90
32.8,253,83,37.0,80
25.1,1116,126,37.0,95
35.2,691,103,37.7,75
29.2,521,84,36.9,95
26.8,405,78,37.1,85
33.4,489,99,36.9,90
30.5,670,94,36.7,90
33.9,0,75,36.7,70
29.5,878,120,36.9,95
28.2,370,87,37.2,85
20.0,311,72,37.2,80
20.7,877,108,36.2,100
37.6,446,113,38.1,60
39.2,846,125,36.8,85
31.3,637,100,37.0,90
32.2,383,62,37.1,90
21.3,1027,106,38.8,75
34.9,323,89,36.9,80
24.1,337,82,36.8,80
37.7,639,111,36.5,85
28.4,570,109,36.5,95
23.9,689,86,36.4,100
16.8,301,68,36.3,65
26.2,362,83,36.2,85
30.0,772,105,37.6,85
18.6,1431,131,36.4,95
37.8,553,91,36.6,85
38.4,160,75,36.6,65
37.2,445,91,36.3,85
29.3,1241,135,36.4,90
20.6,1631,149,36.8,95
39.2,336,87,36.7,75
32.3,493,99,36.5,90
19.3,776,83,36.8,90
20.5,684,101,36.9,90
28.5,165,76,36.4,75
33.6,678,91,38.6,65
19.6,933,119,36.8,100
36.0,612,117,36.8,85
33.6,516,94,36.7,90
34.3,625,103,37.1,90
24.3,1771,155,36.7,95
34.4,696,118,36.5,90
30.4,496,96,37.9,80
27.7,711,108,36.9,95
28.2,584,114,36.4,95
25.8,696,109,36.9,95
39.6,593,103,36.4,85
16.7,1271,135,36.6,80
24.2,818,103,36.5,100
19.5,1437,131,36.5,95
29.2,467,89,37.1,85
36.2,618,115,36.3,85
37.0,646,100,36.5,85
23.0,166,76,36.6,80
35.5,659,113,37.0,85
21.0,433,84,36.8,80
16.0,771,115,36.6,75
25.1,214,75,36.6,75
28.7,231,83,36.4,75
39.1,257,70,36.2,75
25.9,1140,111,36.2,95
27.2,858,101,37.2,95
24.7,1326,139,36.5,95
16.6,1660,144,36.4,80
24.6,805,114,36.8,100
37.9,355,82,36.9,85
26.5,837,120,37.2,95
36.9,529,99,36.5,85
34.0,349,91,39.2,40
34.3,579,95,36.7,90
23.7,1162,143,36.3,95
34.5,516,96,36.8,90
18.0,1374,144,38.3,55
20.3,1495,143,36.2,95
16.7,1749,127,36.7,85
28.0,592,87,36.7,95
35.4,684,106,36.8,85
16.1,915,112,36.4,85
27.0,554,104,36.6,95
34.7,234,90,36.5,80
35.4,78,73,36.5,65
31.1,615,93,37.1,90
30.4,816,124,36.2,90
36.9,391,82,37.1,85
31.0,544,87,38.2,65
39.2,444,94,36.5,85
36.1,470,90,36.9,85
24.7,744,93,38.6,75
33.1,522,100,36.3,90
33.4,82,75,36.8,70
29.8,784,105,36.9,95
29.9,324,105,36.3,85
39.2,599,92,37.1,85
35.1,418,97,36.4,85
34.1,0,77,36.7,70
23.3,707,107,36.8,100
30.2,852,115,38.8,65
29.2,864,109,36.9,95
24.4,903,125,37.2,100
24.6,870,112,36.8,100
17.2,1113,121,36.8,85
37.7,366,88,36.6,85
30.8,743,119,36.5,90
26.8,900,115,36.9,95
17.1,1806,164,36.3,80
36.1,277,95,37.0,75
38.9,206,82,37.1,75
19.3,2342,176,36.7,95
33.1,329,91,37.0,80
30.3,599,104,36.7,90
33.2,412,94,37.1,90
17.4,1718,150,36.9,80
35.3,225,86,36.8,75
20.3,281,70,36.5,80
16.5,1744,154,37.1,80
23.3,776,100,36.6,100
26.5,958,115,36.8,95
27.6,732,102,36.9,95
21.7,889,106,37.1,100
24.3,632,108,36.8,100
33.7,633,106,36.5,90
38.4,566,104,38.4,60
29.7,1077,126,36.8,95
35.0,803,118,36.3,90
39.4,422,94,36.5,85
28.1,909,102,36.2,95
21.0,1083,122,36.8,100
16.5,1502,124,37.0,85
30.0,952,120,37.0,95
19.8,236,71,36.3,80
29.7,705,105,36.5,95
31.4,550,100,36.8,90
19.2,1547,160,36.9,95
26.6,1144,122,36.6,95
34.2,529,88,36.3,90
18.3,1004,90,36.8,85
20.8,831,100,36.7,90
20.8,254,72,36.9,80
25.5,1018,122,36.5,95
32.7,923,133,37.2,85
21.4,549,87,36.9,90
17.2,625,88,37.1,75
33.8,240,72,38.6,55
17.9,798,111,36.3,75
30.0,144,76,37.2,75
30.7,1255,147,37.1,85
35.1,450,94,37.0,85
38.4,278,91,36.7,75
29.5,1126,130,37.1,95
16.1,1219,130,37.6,75
29.4,943,122,36.8,95
24.2,388,73,36.5,90
33.3,348,96,37.0,80
38.6,418,98,36.8,85
37.7,451,117,36.7,85
29.3,638,97,36.7,95
22.7,1063,116,37.0,100
24.8,559,93,36.4,90
16.1,1665,147,37.0,80
38.5,520,95,38.8,60
29.9,611,95,36.9,95
32.2,579,105,36.5,90
32.0,603,98,39.0,65
28.0,804,116,36.7,95
21.9,1560,142,36.8,95
37.3,532,111,37.0,85
31.4,686,102,37.1,90
33.2,455,98,36.2,90
24.9,635,105,36.8,100
17.5,856,97,36.7,85
39.9,562,85,36.3,85
31.9,67,78,36.5,70
26.2,1026,118,37.0,95
30.3,901,106,39.1,50
19.7,2098,156,36.9,95
20.6,1088,121,38.8,75
16.4,1084,125,37.2,85
29.9,455,87,36.4,85
34.0,509,110,36.5,90
35.8,757,97,36.6,85
38.2,739,106,37.2,85
20.6,701,89,36.4,90
28.4,1087,124,36.6,95
33.6,353,91,36.8,90
17.3,2265,167,36.3,80
27.9,579,105,36.7,95
21.7,1071,126,36.4,100
30.8,636,109,37.0,90
29.2,708,97,39.0,70
36.3,363,81,36.3,85
19.4,1396,135,36.9,95
27.5,388,102,36.9,85
17.1,1157,113,36.9,85
16.5,701,106,37.8,65
25.5,1399,143,37.1,90
30.1,636,101,36.4,90
25.5,1116,125,37.0,95
30.1,699,101,36.7,90
35.6,329,78,36.3,75
37.4,256,84,36.6,75
28.6,1104,116,37.0,95
24.3,1073,118,37.1,100
19.2,1438,132,36.2,95
34.8,548,97,36.6,90
20.2,0,50,37.0,80
32.4,531,93,36.9,90
36.8,313,81,36.4,75
20.6,846,107,36.5,100
25.2,1045,114,36.7,95
24.3,1290,131,37.1,95
17.9,1112,120,37.0,85
23.0,763,93,37.1,100
20.3,933,119,36.4,100
26.1,440,95,36.6,85
29.7,828,105,36.4,95
32.3,727,108,36.7,90
27.3,759,102,37.1,95
27.4,827,97,36.2,95
30.6,915,114,37.2,90
33.5,588,112,36.3,90
23.9,644,93,36.4,100
23.3,1591,131,36.8,95
23.4,457,90,36.7,90
39.2,264,85,36.4,75
25.1,1391,148,36.5,90
33.2,265,96,36.5,80
32.1,896,125,36.7,90
16.9,1012,108,36.5,85
38.9,288,88,39.3,35
34.5,808,110,37.2,90
30.4,871,121,36.9,90
19.7,446,78,36.5,80
16.4,281,89,36.3,65
18.2,1493,135,37.2,80
31.3,1309,135,38.9,60
34.6,744,106,36.6,90
37.8,305,98,36.8,75
21.1,1372,138,36.3,95
21.6,1134,121,36.5,100
25.9,964,117,36.4,95
25.7,112,72,36.9,75
30.2,709,107,36.4,90
24.9,980,112,36.8,100
26.7,1765,164,36.8,90
29.3,91,70,36.8,75
17.5,679,89,36.8,75
30.5,484,73,37.0,80
26.8,1030,105,36.6,95
22.8,1112,120,36.6,100
16.1,915,98,38.0,75
19.1,995,112,37.2,100
25.8,982,115,36.9,95
36.9,611,103,37.6,75
19.3,1715,148,36.6,95
32.2,554,88,36.5,90
16.9,1205,120,36.8,85
21.6,1438,133,36.8,95
36.1,260,91,37.0,75
22.3,1143,120,36.3,100
23.1,841,103,36.9,100
35.2,732,107,36.8,85
24.9,1271,128,36.3,100
30.1,793,90,37.1,90
34.8,498,106,36.3,90
33.4,745,112,36.7,90
34.1,842,109,36.6,90
36.5,576,90,36.7,85
22.3,1009,102,36.7,100
25.8,670,97,37.1,95
27.3,642,105,36.4,95
38.1,296,91,37.7,65
26.2,1298,138,38.6,65
39.3,268,93,36.8,75
30.8,1042,117,37.6,80
31.0,1554,157,36.4,85
20.2,1528,132,36.5,95
20.2,1344,123,36.9,100
25.0,1593,143,36.3,95
26.9,825,103,37.1,95
38.1,82,62,37.1,65
31.2,739,127,36.3,90
21.3,1347,132,37.0,95
35.2,662,110,36.4,85
28.2,752,110,36.4,95
17.1,226,74,36.9,65
29.6,478,92,37.1,85
27.9,462,83,37.1,85
23.8,731,101,37.2,100
25.2,796,98,36.5,95
38.7,360,100,36.6,85
27.9,1092,135,36.6,90
32.7,539,114,36.6,90
30.1,874,106,36.6,90
31.3,539,109,36.5,90
29.2,1171,115,36.6,95
20.4,1242,130,37.2,100
37.0,74,89,36.6,65
37.0,528,88,36.5,85
20.5,552,86,36.3,90
29.7,870,124,36.4,95
36.4,0,80,36.6,65
18.7,977,108,38.8,75
37.8,394,86,36.3,85
24.9,631,84,36.7,100
35.4,818,118,36.8,85
38.7,667,103,36.9,85
35.0,197,70,36.7,70
29.9,749,95,37.0,95
19.6,1686,130,36.4,100
37.8,326,103,36.4,75
35.4,802,104,36.2,85
24.1,507,103,36.2,90
34.3,598,108,37.0,90
33.7,636,106,36.3,90
35.6,1125,131,36.3,80
18.3,916,106,36.3,85
24.0,847,109,37.2,100
22.5,219,76,36.6,80
35.3,550,113,36.5,85
34.7,512,80,36.6,90
37.0,379,85,36.4,85
39.3,396,91,37.0,85
25.1,785,99,37.2,95
22.2,1046,96,36.9,100
32.9,563,97,38.4,65
17.1,1537,141,36.6,80
25.8,1454,153,36.8,90
36.3,538,105,36.5,85
18.2,2280,183,37.0,80
18.6,1242,124,36.9,100
27.0,852,110,36.8,95
27.7,1051,131,38.4,65
39.9,665,110,38.8,60
30.4,744,109,36.8,90
25.6,609,89,36.4,85
29.7,926,109,36.5,95
39.2,625,112,36.6,85
39.6,318,90,36.9,75
32.4,348,84,37.0,80
22.7,729,111,36.9,100
31.6,621,102,37.2,90
17.5,1176,133,38.5,60
19.1,2641,201,36.9,95
39.1,372,71,36.9,85
37.8,808,118,36.7,85
31.2,636,109,36.3,90
25.1,1198,126,37.1,95
36.6,799,99,36.3,85
26.6,1534,147,36.7,90
28.9,554,106,36.8,95
31.3,545,98,36.4,90
28.8,616,104,36.7,95
30.9,445,79,36.3,80
26.9,924,117,36.3,95
27.7,270,95,36.8,75
33.7,160,85,39.5,30
32.3,141,76,36.6,70
16.6,1841,165,36.9,80
19.7,1077,128,37.5,100
34.9,560,102,36.2,90
25.9,1343,122,37.1,95
18.2,1082,106,36.6,85
21.6,496,99,36.9,90
28.2,830,108,36.9,95
22.3,1272,139,36.7,95
28.2,659,108,39.3,55
37.4,460,94,36.9,85
18.8,1076,118,36.8,100
27.0,773,109,37.1,95
23.7,764,114,36.8,100
21.8,1387,132,37.1,95
36.6,311,88,38.6,50
36.2,319,88,37.1,75
24.6,380,83,36.8,90
31.1,819,93,37.1,90
30.9,913,112,36.6,90
31.5,629,89,37.0,90
39.7,638,120,39.1,45
18.8,1381,135,36.5,95
16.7,1057,112,36.6,85
33.6,583,99,36.3,90
33.5,440,100,36.6,90
28.5,540,90,36.5,95
32.6,597,102,37.1,90
16.8,972,101,39.0,60
30.6,203,91,36.3,70
37.1,412,87,36.5,85
40.0,916,117,36.7,85
38.2,300,85,37.0,75
39.0,215,80,36.6,75
25.5,940,126,37.0,95
21.4,1686,151,36.6,95
18.1,1636,140,37.1,80
20.8,1445,133,36.3,95
36.7,405,97,36.7,85
18.0,1367,140,36.4,80
27.5,717,105,36.8,95
38.6,163,92,36.4,65
16.0,412,80,38.7,40
38.3,505,93,36.2,85
35.6,618,110,36.8,85
17.3,972,122,36.9,85
23.0,972,108,36.4,100
30.7,910,137,36.4,85
35.1,879,123,37.1,85
17.0,341,68,36.2,65
30.9,860,110,36.5,90
21.6,667,92,36.5,90
26.5,1071,126,36.6,95
34.2,357,78,36.2,90
17.2,543,86,38.5,50
33.5,357,97,37.0,90
27.6,918,126,37.1,95
23.5,973,116,36.3,100
37.9,83,77,37.1,65
33.7,320,71,37.1,80
34.4,813,121,37.2,90
36.7,617,103,36.8,85
18.2,500,89,36.5,75
35.2,338,100,37.2,75
28.1,543,96,37.8,85
24.5,763,110,36.8,100
25.6,1365,142,37.1,90
33.6,601,95,36.3,90
19.5,1147,116,36.6,100
20.2,1208,106,37.1,100
30.1,382,89,36.8,80
25.3,1356,133,36.3,90
36.4,612,114,37.1,85
17.5,1225,121,37.0,85
29.7,768,99,36.9,95
35.7,281,91,36.3,75
27.7,288,91,36.8,85
30.4,218,75,36.9,70
35.3,314,95,36.3,75
24.1,1844,152,38.1,70
22.1,590,88,36.4,90
29.4,140,78,36.9,75
17.3,537,95,36.7,75
17.9,1755,143,37.1,80
19.2,1134,125,37.6,90
26.9,1045,112,37.1,95
18.1,1257,123,36.9,85
26.8,1291,132,36.5,90
19.8,504,85,36.4,90
33.4,300,96,36.4,80
33.3,411,111,36.5,90
16.8,1901,166,36.4,80
38.3,473,100,36.7,85
24.0,1489,134,36.5,95
21.3,1281,132,37.0,95
31.3,991,121,36.5,90
26.1,927,106,37.0,95
19.7,1853,158,36.8,95
25.5,876,124,37.2,95
21.3,1445,139,37.8,85
21.6,1073,123,36.4,100
34.5,379,101,36.4,90
31.2,486,90,36.9,80
24.4,801,91,37.0,100
31.0,631,99,36.4,90
16.5,1775,147,36.9,80
20.5,520,97,36.9,90
17.0,1287,140,36.9,80
31.9,1188,128,37.0,90
30.5,975,108,36.8,90
37.7,601,93,36.8,85
16.9,1521,150,36.6,80
39.0,572,102,37.2,85
20.3,768,110,37.0,90
37.9,450,82,36.3,85
19.7,1002,111,36.5,100
24.1,409,79,37.1,90
28.1,607,95,36.8,95
23.1,751,113,36.6,100
25.6,1289,139,36.4,90
39.2,495,105,36.6,85
35.2,493,95,36.5,85
17.1,1554,139,36.8,80
34.5,767,115,36.8,90
29.4,431,93,36.5,85
19.4,410,85,37.0,80
34.6,560,99,36.4,90
19.6,660,105,36.6,90
39.0,47,86,36.3,65
30.4,646,107,36.7,90
39.2,182,102,36.4,65
26.3,622,101,36.4,85
24.2,838,108,36.3,100
16.7,1595,125,36.3,85
35.1,498,110,36.7,85
27.8,183,78,36.5,75
33.7,652,103,37.1,90
21.4,1439,127,36.9,100
26.8,683,99,36.4,95
22.5,829,110,37.2,100
39.8,680,105,37.2,85
32.7,97,72,36.4,70
21.7,939,111,36.4,100
16.8,1074,117,36.9,85
36.4,769,105,36.7,85
18.7,1280,132,37.1,95
17.5,570,88,39.5,35
35.8,540,98,36.7,85
16.2,1353,135,36.4,80
37.1,729,101,36.5,85
21.6,1921,163,36.6,95
23.5,434,89,36.7,90
22.4,1147,122,36.4,100
20.3,1785,161,37.8,85
33.9,687,110,37.2,90
33.3,324,86,36.3,80
32.2,209,80,37.1,80
34.8,170,79,37.1,70
23.8,1487,157,38.9,70
39.5,299,89,36.8,75
28.5,655,93,38.8,70
26.1,1640,164,36.4,90
35.3,489,110,36.8,85
31.6,470,88,36.4,80
35.8,221,78,36.3,75
17.3,0,63,36.4,65
39.8,607,107,36.4,85
21.1,1719,157,36.4,95
23.2,398,83,36.4,90
29.8,1071,112,36.9,95
25.8,1610,138,36.5,90
25.8,1140,115,36.4,95
33.5,611,110,36.3,90
32.5,382,89,37.1,90
16.7,1873,165,37.1,80
23.5,943,102,36.9,100
19.7,815,98,36.5,90
32.7,649,106,36.4,90
34.5,779,111,37.1,90
19.5,945,124,37.0,100
31.9,541,92,36.8,90
29.5,572,97,36.9,95
19.8,874,107,36.6,100
19.6,777,101,37.0,90
30.4,626,97,38.4,65
35.8,229,72,36.7,75
17.6,1536,136,36.5,80
25.9,980,112,36.5,95
27.1,606,97,36.4,95
23.5,447,83,37.1,90
23.6,401,88,36.4,90
28.8,773,100,36.6,95
37.1,602,102,36.5,85
27.6,610,93,36.7,95
33.1,567,100,36.8,90
35.2,1011,139,36.8,80
26.0,1130,121,36.4,95
26.8,1434,146,36.3,90
32.3,679,108,36.6,90
19.6,1959,161,36.4,95
38.6,160,83,36.4,65
18.4,1527,140,38.4,55
38.6,160,80,36.6,65
20.3,1554,132,36.4,95
32.1,778,99,36.8,90
